skill_name	source_repo	file_path	file_size	line_count
aws-cost-cleanup	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/aws-cost-cleanup//SKILL.md	8291	310
ai-engineer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ai-engineer//SKILL.md	9067	185
python-pptx-generator	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/python-pptx-generator//SKILL.md	4257	106
cc-skill-clickhouse-io	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/cc-skill-clickhouse-io//SKILL.md	10578	435
aws-cost-optimizer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/aws-cost-optimizer//SKILL.md	6272	193
ai-engineering-toolkit	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ai-engineering-toolkit//SKILL.md	6666	107
python-pro	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/python-pro//SKILL.md	7441	156
cc-skill-coding-standards	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/cc-skill-coding-standards//SKILL.md	12095	526
aws-penetration-testing	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/aws-penetration-testing//SKILL.md	10570	411
ai-md	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ai-md//SKILL.md	19298	518
python-testing-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/python-testing-patterns//SKILL.md	1453	40
cc-skill-continuous-learning	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/cc-skill-continuous-learning//SKILL.md	333	14
aws-serverless	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/aws-serverless//SKILL.md	33508	1339
qiskit	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/qiskit//SKILL.md	9296	280
ai-ml	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ai-ml//SKILL.md	5899	252
cc-skill-frontend-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/cc-skill-frontend-patterns//SKILL.md	15119	637
quality-nonconformance	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/quality-nonconformance//SKILL.md	31010	235
aws-skills	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/aws-skills//SKILL.md	716	23
ai-native-cli	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ai-native-cli//SKILL.md	13108	310
cc-skill-project-guidelines-example	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/cc-skill-project-guidelines-example//SKILL.md	10175	352
quant-analyst	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/quant-analyst//SKILL.md	1823	51
cc-skill-security-review	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/cc-skill-security-review//SKILL.md	12881	499
ai-product	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ai-product//SKILL.md	20207	749
awt-e2e-testing	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/awt-e2e-testing//SKILL.md	1768	36
radix-ui-design-system	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/radix-ui-design-system//SKILL.md	22588	848
cc-skill-strategic-compact	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/cc-skill-strategic-compact//SKILL.md	329	14
ai-seo	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ai-seo//SKILL.md	17661	407
azd-deployment	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azd-deployment//SKILL.md	8326	302
rag-engineer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/rag-engineer//SKILL.md	9974	337
cdk-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/cdk-patterns//SKILL.md	3033	78
azure-ai-agents-persistent-dotnet	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-agents-persistent-dotnet//SKILL.md	11324	353
ai-studio-image	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ai-studio-image//SKILL.md	11127	316
rag-implementation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/rag-implementation//SKILL.md	4480	196
changelog-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/changelog-automation//SKILL.md	1374	41
ai-wrapper-product	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ai-wrapper-product//SKILL.md	15879	684
react-best-practices	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/react-best-practices//SKILL.md	5455	126
azure-ai-agents-persistent-java	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-agents-persistent-java//SKILL.md	3781	140
chat-widget	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/chat-widget//SKILL.md	28164	897
react-component-performance	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/react-component-performance//SKILL.md	4898	135
airflow-dag-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/airflow-dag-patterns//SKILL.md	1522	44
azure-ai-anomalydetector-java	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-anomalydetector-java//SKILL.md	8673	261
chrome-extension-developer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/chrome-extension-developer//SKILL.md	3326	83
react-flow-architect	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/react-flow-architect//SKILL.md	16543	619
airtable-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/airtable-automation//SKILL.md	6851	173
azure-ai-contentsafety-java	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-contentsafety-java//SKILL.md	8030	287
churn-prevention	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/churn-prevention//SKILL.md	18759	433
react-flow-node-ts	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/react-flow-node-ts//SKILL.md	2017	72
akf-trust-metadata	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/akf-trust-metadata//SKILL.md	1732	69
azure-ai-contentsafety-py	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-contentsafety-py//SKILL.md	5901	217
cicd-automation-workflow-automate	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/cicd-automation-workflow-automate//SKILL.md	2353	54
react-modernization	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/react-modernization//SKILL.md	1263	37
algolia-search	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/algolia-search//SKILL.md	27050	920
azure-ai-contentsafety-ts	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-contentsafety-ts//SKILL.md	7931	305
circleci-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/circleci-automation//SKILL.md	6946	181
react-native-architecture	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/react-native-architecture//SKILL.md	1251	36
algorithmic-art	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/algorithmic-art//SKILL.md	20183	410
cirq	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/cirq//SKILL.md	10993	351
react-nextjs-development	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/react-nextjs-development//SKILL.md	5632	228
azure-ai-contentunderstanding-py	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-contentunderstanding-py//SKILL.md	8163	276
alpha-vantage	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/alpha-vantage//SKILL.md	5123	134
react-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/react-patterns//SKILL.md	4113	203
citation-management	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/citation-management//SKILL.md	33425	1113
azure-ai-document-intelligence-dotnet	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-document-intelligence-dotnet//SKILL.md	11393	341
amazon-alexa	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/amazon-alexa//SKILL.md	18233	661
react-state-management	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/react-state-management//SKILL.md	12357	444
claimable-postgres	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/claimable-postgres//SKILL.md	9994	222
azure-ai-document-intelligence-ts	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-document-intelligence-ts//SKILL.md	9426	328
react-ui-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/react-ui-patterns//SKILL.md	6945	295
amplitude-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/amplitude-automation//SKILL.md	8315	220
clarity-gate	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/clarity-gate//SKILL.md	25600	713
azure-ai-formrecognizer-java	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-formrecognizer-java//SKILL.md	10594	346
clarvia-aeo-check	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/clarvia-aeo-check//SKILL.md	3837	133
readme	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/readme//SKILL.md	20724	843
analytics-product	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/analytics-product//SKILL.md	8765	301
azure-ai-ml-py	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-ml-py//SKILL.md	6186	274
recallmax	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/recallmax//SKILL.md	3120	77
claude-ally-health	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/claude-ally-health//SKILL.md	832	23
analytics-tracking	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/analytics-tracking//SKILL.md	7893	405
receiving-code-review	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/receiving-code-review//SKILL.md	6530	219
azure-ai-openai-dotnet	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-openai-dotnet//SKILL.md	13301	459
claude-api	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/claude-api//SKILL.md	18867	252
analyze-project	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/analyze-project//SKILL.md	12863	440
red-team-tactics	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/red-team-tactics//SKILL.md	4886	206
azure-ai-projects-dotnet	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-projects-dotnet//SKILL.md	11189	352
claude-code-expert	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/claude-code-expert//SKILL.md	16423	562
andrej-karpathy	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/andrej-karpathy//SKILL.md	53931	1164
azure-ai-projects-java	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-projects-java//SKILL.md	4931	155
red-team-tools	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/red-team-tools//SKILL.md	8327	316
claude-code-guide	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/claude-code-guide//SKILL.md	2393	74
reddit-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/reddit-automation//SKILL.md	8214	216
android-jetpack-compose-expert	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/android-jetpack-compose-expert//SKILL.md	5294	153
azure-ai-projects-py	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-projects-py//SKILL.md	8570	300
claude-d3js-skill	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/claude-d3js-skill//SKILL.md	22317	823
reference-builder	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/reference-builder//SKILL.md	5419	186
android_ui_verification	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/android_ui_verification//SKILL.md	2911	66
claude-in-chrome-troubleshooting	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/claude-in-chrome-troubleshooting//SKILL.md	10564	252
azure-ai-projects-ts	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-projects-ts//SKILL.md	7228	294
referral-program	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/referral-program//SKILL.md	17429	608
angular-best-practices	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/angular-best-practices//SKILL.md	13785	562
azure-ai-textanalytics-py	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-textanalytics-py//SKILL.md	6912	230
claude-monitor	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/claude-monitor//SKILL.md	6218	178
rehabilitation-analyzer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/rehabilitation-analyzer//SKILL.md	15606	644
angular-migration	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/angular-migration//SKILL.md	10699	431
claude-scientific-skills	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/claude-scientific-skills//SKILL.md	624	23
remotion-best-practices	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/remotion-best-practices//SKILL.md	3510	44
azure-ai-transcription-py	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-transcription-py//SKILL.md	1891	72
remotion	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/remotion//SKILL.md	13504	399
angular-state-management	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/angular-state-management//SKILL.md	16055	635
claude-settings-audit	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/claude-settings-audit//SKILL.md	12350	322
azure-ai-translation-document-py	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-translation-document-py//SKILL.md	7079	252
render-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/render-automation//SKILL.md	6845	185
claude-speed-reader	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/claude-speed-reader//SKILL.md	794	23
angular-ui-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/angular-ui-patterns//SKILL.md	11803	512
azure-ai-translation-text-py	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/azure-ai-translation-text-py//SKILL.md	7656	277
requesting-code-review	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/requesting-code-review//SKILL.md	2973	111
